expert,model_type,file_name,path,exists,size_mb,accuracy,precision,recall,f1,auc,training_time,n_samples,source_timestamp
stochastic_expert,lightgbm,stochastic_expert_lightgbm.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\stochastic_expert_lightgbm.pkl,True,0.201256,0.5275968039336202,0.4842233009708738,0.10453235525281634,0.17194570135746606,0.5063680521418586,0.11744284629821777,40671,2026-03-22T09:47:27.071935
ml_expert,random_forest,ml_expert_random_forest.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\ml_expert_random_forest.pkl,True,1.661414,0.5302411873840446,0.4975369458128079,0.07984189723320158,0.13760217983651227,0.5049296553249123,0.425215482711792,13472,2026-03-22T09:47:27.071935
ml_expert,xgboost,ml_expert_xgboost.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\ml_expert_xgboost.pkl,True,0.174254,0.5209647495361781,0.47085201793721976,0.16600790513833993,0.24547048509643482,0.5048199231598441,0.08684420585632324,13472,2026-03-22T09:47:27.071935
pattern_trigger,gradient_boosting,pattern_trigger_gradient_boosting.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\pattern_trigger_gradient_boosting.pkl,True,0.286325,0.5311291213851538,0.5,0.045570614810449814,0.08352835283528352,0.5042099235222913,2.922041416168213,54288,2026-03-22T09:47:27.071935
pattern_trigger,logistic,pattern_trigger_logistic.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\pattern_trigger_logistic.pkl,True,0.001807,0.5314975133542089,0.5666666666666667,0.003339226085248478,0.006639328256199961,0.5039078267468947,2.752185344696045,54288,2026-03-22T09:47:27.071935
stochastic_expert,random_forest,stochastic_expert_random_forest.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\stochastic_expert_random_forest.pkl,True,2.529626,0.5264904732636755,0.4670433145009416,0.06497249148545979,0.1140754369825207,0.5035811002750548,0.8294198513031006,40671,2026-03-22T09:47:27.071935
candlestick_expert,lightgbm,candlestick_expert_lightgbm.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\candlestick_expert_lightgbm.pkl,True,0.216126,0.5300618921308576,0.4916467780429594,0.06473915776241358,0.11441266314912524,0.5034902883066585,0.16260504722595215,67860,2026-03-22T09:47:27.071935
stochastic_expert,gradient_boosting,stochastic_expert_gradient_boosting.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\stochastic_expert_gradient_boosting.pkl,True,0.286713,0.5263675476336817,0.45081967213114754,0.043227665706051875,0.07889074826679417,0.5034800797922266,3.2352588176727295,40671,2026-03-22T09:47:27.071935
volatility_gauge,logistic,volatility_gauge_logistic.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\volatility_gauge_logistic.pkl,True,0.001925,0.5316277345198368,0.5602836879432624,0.012474340754776566,0.02440531356194007,0.5032278721133681,2.037172794342041,67425,2026-03-22T09:47:27.071935
stochastic_expert,xgboost,stochastic_expert_xgboost.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\stochastic_expert_xgboost.pkl,True,0.177244,0.5262446220036878,0.47661188369152974,0.09876866649200944,0.1636284722222222,0.5027424482486931,0.13587093353271484,40671,2026-03-22T09:47:27.071935
market_microstructure_expert,lightgbm,market_microstructure_expert_lightgbm.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\market_microstructure_expert_lightgbm.pkl,True,0.201651,0.5184094256259205,0.48131868131868133,0.34379905808477235,0.4010989010989011,0.5023253940432462,0.0880582332611084,6786,2026-03-22T09:47:27.071935
candlestick_expert,logistic,candlestick_expert_logistic.pkl,BACKUP\OMNIS_Copia\modelos_trading\models\candlestick_expert_logistic.pkl,True,0.00195,0.5310934276451518,0.0,0.0,0.0,0.5023160134071298,0.0499725341796875,67860,2026-03-22T09:47:27.071935
