Timeframe,Ativo,Status,Linhas,Nulos,Erros_OHLC,Precos_Inval,Duplicatas
H4,SWI20-F,✅ OK,5496,0,0,0,0
H4,SWI20,✅ OK,5496,0,0,0,0
H4,CHINAH,✅ OK,5519,0,0,0,0
H4,NETH25,✅ OK,5519,0,0,0,0
H4,AUDCAD,✅ OK,11453,0,0,0,0
H4,AUDJPY,✅ OK,11453,0,0,0,0
H4,GBPJPY,✅ OK,11453,0,0,0,0
H4,LINKUSD,✅ OK,11453,0,0,0,0
H4,NZDCAD,✅ OK,11453,0,0,0,0
H4,DOTUSD,✅ OK,11184,0,0,0,0
H4,XRPUSD,✅ OK,11124,0,0,0,0
H4,XLMUSD,✅ OK,10706,0,0,0,0
H4,BCHUSD,✅ OK,10606,0,0,0,0
H4,DOGEUSD,✅ OK,10606,0,0,0,0
H4,BNBUSD,✅ OK,10112,0,0,0,0
H4,ADAUSD,✅ OK,9942,0,0,0,0
H4,ATMUSD,✅ OK,9942,0,0,0,0
H4,SHBUSD,✅ OK,9942,0,0,0,0
H4,UNIUSD,✅ OK,9910,0,0,0,0
H4,XTZUSD,✅ OK,9910,0,0,0,0
H4,MATICUSD,✅ OK,9606,0,0,0,0
H4,SOLUSD,✅ OK,9606,0,0,0,0
H4,GLMRUSD,✅ OK,9325,0,0,0,0
H4,MANUSD,✅ OK,9325,0,0,0,0
H4,NERUSD,✅ OK,9325,0,0,0,0
H4,SANUSD,✅ OK,9325,0,0,0,0
H4,XAGEUR,✅ OK,9325,0,0,0,0
H4,AVAXUSD,✅ OK,9141,0,0,0,0
H4,USDTWD,✅ OK,4784,0,0,0,0
H4,USDINR,✅ OK,3834,0,0,0,0
H4,BTCEUR,✅ OK,6760,0,0,0,0
H4,BTCGBP,✅ OK,6760,0,0,0,0
H4,ETHEUR,✅ OK,6760,0,0,0,0
H4,ETHGBP,✅ OK,6760,0,0,0,0
H4,USDKRW,✅ OK,6760,0,0,0,0
H4,XAUCHF,✅ OK,6760,0,0,0,0
H4,XAUEUR,✅ OK,6760,0,0,0,0
H4,XAUGBP,✅ OK,6760,0,0,0,0
H4,AUDCNH,✅ OK,4656,0,0,0,0
H4,USDIDR,✅ OK,3501,0,0,0,0
H4,ARBUSD,✅ OK,5498,0,0,0,0
H4,PEPUSD,✅ OK,5109,0,0,0,0
H4,AUDDKK,✅ OK,3197,0,0,0,0
H4,XAGSGD,✅ OK,3197,0,0,0,0
H4,AUDHUF,✅ OK,3002,0,0,0,0
H4,AUDNOK,✅ OK,3002,0,0,0,0
H4,CADMXN,✅ OK,3002,0,0,0,0
H4,CADSGD,✅ OK,3002,0,0,0,0
H4,CHFDKK,✅ OK,3002,0,0,0,0
H4,CHFNOK,✅ OK,3002,0,0,0,0
H4,CHFSEK,✅ OK,3002,0,0,0,0
H4,CNHJPY,✅ OK,3002,0,0,0,0
H4,EURCNH,✅ OK,3002,0,0,0,0
H4,GBPCNH,✅ OK,3002,0,0,0,0
H4,GBPDKK,✅ OK,3002,0,0,0,0
H4,GBPMXN,✅ OK,3002,0,0,0,0
H4,GBPNOK,✅ OK,3002,0,0,0,0
H4,GBPSEK,✅ OK,3002,0,0,0,0
H4,GBPSGD,✅ OK,3002,0,0,0,0
H4,NOKJPY,✅ OK,3002,0,0,0,0
H4,NOKSEK,✅ OK,3002,0,0,0,0
H4,NZDCNH,✅ OK,3002,0,0,0,0
H4,SEKJPY,✅ OK,3002,0,0,0,0
H4,XAGAUD,✅ OK,3002,0,0,0,0
H4,XAUAUD,✅ OK,3002,0,0,0,0
H4,XAUSGD,✅ OK,3002,0,0,0,0
H4,XAUCNH,✅ OK,2444,0,0,0,0
H4,XAUJPY,✅ OK,2444,0,0,0,0
H4,APTUSD,✅ OK,2713,0,0,0,0
H4,FLOUSD,✅ OK,2713,0,0,0,0
H4,RENDERUSD,✅ OK,2713,0,0,0,0
H4,WIFUSD,✅ OK,2713,0,0,0,0
H4,TRUMPUSD,✅ OK,2603,0,0,0,0
