Timeframe,Ativo,Linhas_Original,Linhas_Final,Linhas_Removidas,Status_Final,Nulos_Corrigidos,Erros_OHLC_Corrigidos
01,MXNJPY,105333,105333,0,✅ OK,0,0
01,NAS100-F,105333,105333,0,✅ OK,0,0
01,NAS100,105333,105333,0,✅ OK,0,0
01,NZDCHF,105333,105333,0,✅ OK,0,0
01,NZDJPY,105333,105333,0,✅ OK,0,0
01,NZDSGD,105333,105333,0,✅ OK,0,0
01,NZDUSD,105333,105333,0,✅ OK,0,0
01,SCI25,105333,105333,0,✅ OK,0,0
01,SGDJPY,105333,105333,0,✅ OK,0,0
01,SPA35,105333,105333,0,✅ OK,0,0
01,TRXUSD,105333,105333,0,✅ OK,0,0
01,UK100-F,105333,105333,0,✅ OK,0,0
01,UK100,105333,105333,0,✅ OK,0,0
01,US2000,105333,105333,0,✅ OK,0,0
01,US30-F,105333,105333,0,✅ OK,0,0
01,US30,105333,105333,0,✅ OK,0,0
01,US500-F,105333,105333,0,✅ OK,0,0
01,US500,105333,105333,0,✅ OK,0,0
01,USDCAD,105333,105333,0,✅ OK,0,0
01,USDCHF,105333,105333,0,✅ OK,0,0
01,USDCNH,105333,105333,0,✅ OK,0,0
01,USDCZK,105333,105333,0,✅ OK,0,0
01,USDDKK,105333,105333,0,✅ OK,0,0
01,USDHKD,105333,105333,0,✅ OK,0,0
01,USDHUF,105333,105333,0,✅ OK,0,0
01,USDILS,105333,105333,0,✅ OK,0,0
01,USDJPY,105333,105333,0,✅ OK,0,0
01,USDMXN,105333,105333,0,✅ OK,0,0
01,USDNOK,105333,105333,0,✅ OK,0,0
01,USDPLN,105333,105333,0,✅ OK,0,0
01,USDRON,105333,105333,0,✅ OK,0,0
01,USDSEK,105333,105333,0,✅ OK,0,0
01,USDSGD,105333,105333,0,✅ OK,0,0
01,USDTHB,105333,105333,0,✅ OK,0,0
01,USDTRY,105333,105333,0,✅ OK,0,0
01,USDX-F,105333,105333,0,✅ OK,0,0
01,USDX,105333,105333,0,✅ OK,0,0
01,USDZAR,105333,105333,0,✅ OK,0,0
01,XAGUSD-F,105333,105333,0,✅ OK,0,0
01,XAGUSD,105333,105333,0,✅ OK,0,0
01,XAUUSD-F,105333,105333,0,✅ OK,0,0
01,XAUUSD,105333,105333,0,✅ OK,0,0
01,XPDUSD,105333,105333,0,✅ OK,0,0
01,XPTUSD,105333,105333,0,✅ OK,0,0
01,ZARJPY,105333,105333,0,✅ OK,0,0
04,CA60,20915,20915,0,✅ OK,0,0
05,EURX,71452,71452,0,✅ OK,0,0
05,JPYX,71452,71452,0,✅ OK,0,0
06,ETHAUD,55796,55796,0,✅ OK,0,0
07,COMPUSD,59925,59925,0,✅ OK,0,0
09,KSMUSD,52639,52639,0,✅ OK,0,0
10,SWI20-F,38461,38461,0,✅ OK,0,0
10,SWI20,38461,38461,0,✅ OK,0,0
11,CHINAH,38612,38612,0,✅ OK,0,0
11,NETH25,38612,38612,0,✅ OK,0,0
01,AUDCAD,89489,89489,0,✅ OK,0,0
01,AUDJPY,89489,89489,0,✅ OK,0,0
01,GBPJPY,89489,89489,0,✅ OK,0,0
01,LINKUSD,89489,89489,0,✅ OK,0,0
01,NZDCAD,89489,89489,0,✅ OK,0,0
02,DOTUSD,87340,87340,0,✅ OK,0,0
03,XRPUSD,86937,86937,0,✅ OK,0,0
05,XLMUSD,85519,85519,0,✅ OK,0,0
06,BCHUSD,84711,84711,0,✅ OK,0,0
06,DOGEUSD,84711,84711,0,✅ OK,0,0
08,BNBUSD,78996,78996,0,✅ OK,0,0
09,ADAUSD,79311,79311,0,✅ OK,0,0
09,ATMUSD,79311,79311,0,✅ OK,0,0
09,SHBUSD,79311,79311,0,✅ OK,0,0
10,UNIUSD,79231,79231,0,✅ OK,0,0
10,XTZUSD,79231,79231,0,✅ OK,0,0
01,AUDCHF,630000,450410,179590,✅ OK,0,0
01,AUDNZD,630000,450224,179776,✅ OK,0,0
01,AUDPLN,630000,451521,178479,✅ OK,0,0
01,AUDSGD,630000,450484,179516,✅ OK,0,0
01,AUDUSD,630000,450484,179516,✅ OK,0,0
01,AUS200,630000,371002,258998,✅ OK,0,0
01,BTCAUD,630000,267569,362431,✅ OK,0,0
01,CADCHF,630000,450357,179643,✅ OK,0,0
01,CADJPY,630000,450519,179481,✅ OK,0,0
01,CHFJPY,630000,375273,254727,✅ OK,0,0
01,CHFPLN,630000,451511,178489,✅ OK,0,0
01,CHFSGD,630000,444975,185025,✅ OK,0,0
01,CN50,630000,404847,225153,✅ OK,0,0
01,ETCUSD,630000,264705,365295,✅ OK,0,0
01,EURAUD,630000,450252,179748,✅ OK,0,0
01,EURCAD,630000,450188,179812,✅ OK,0,0
01,EURCHF,630000,450487,179513,✅ OK,0,0
01,EURCZK,630000,418950,211050,✅ OK,0,0
01,EURDKK,630000,443311,186689,✅ OK,0,0
01,EURGBP,630000,450591,179409,✅ OK,0,0
01,EURHUF,630000,376091,253909,✅ OK,0,0
01,EURJPY,630000,450355,179645,✅ OK,0,0
01,EURMXN,630000,451433,178567,✅ OK,0,0
01,EURNOK,630000,450916,179084,✅ OK,0,0
01,EURNZD,630000,449616,180384,✅ OK,0,0
01,EURPLN,630000,447945,182055,✅ OK,0,0
01,EURSEK,630000,450655,179345,✅ OK,0,0
01,EURSGD,630000,450487,179513,✅ OK,0,0
01,EURTRY,630000,253846,376154,✅ OK,0,0
01,EURUSD,630000,450567,179433,✅ OK,0,0
01,EURZAR,630000,451535,178465,✅ OK,0,0
01,EUSTX50-F,630000,422678,207322,✅ OK,0,0
01,EUSTX50,630000,414381,215619,✅ OK,0,0
01,FRA40-F,630000,257089,372911,✅ OK,0,0
01,FRA40,630000,258228,371772,✅ OK,0,0
01,GBPAUD,630000,449644,180356,✅ OK,0,0
01,GBPCAD,630000,375202,254798,✅ OK,0,0
01,GBPCHF,630000,450167,179833,✅ OK,0,0
01,GBPNZD,630000,450601,179399,✅ OK,0,0
01,GBPUSD,630000,450531,179469,✅ OK,0,0
01,GER40-F,630000,405145,224855,✅ OK,0,0
01,GER40,630000,396681,233319,✅ OK,0,0
01,HK50-F,630000,366513,263487,✅ OK,0,0
01,HK50,630000,365280,264720,✅ OK,0,0
01,JPN225-F,630000,428457,201543,✅ OK,0,0
01,JPN225,630000,428205,201795,✅ OK,0,0
01,LTCUSD,630000,592553,37447,✅ OK,0,0
01,MXNJPY,630000,451468,178532,✅ OK,0,0
01,NAS100-F,630000,425377,204623,✅ OK,0,0
01,NAS100,630000,425459,204541,✅ OK,0,0
01,NZDCHF,630000,450379,179621,✅ OK,0,0
01,NZDJPY,630000,450333,179667,✅ OK,0,0
01,NZDSGD,630000,451383,178617,✅ OK,0,0
01,NZDUSD,630000,450380,179620,✅ OK,0,0
01,SCI25,630000,369737,260263,✅ OK,0,0
01,SGDJPY,630000,448730,181270,✅ OK,0,0
01,SPA35,630000,341852,288148,✅ OK,0,0
01,TRXUSD,630000,630000,0,✅ OK,0,0
01,UK100-F,630000,429323,200677,✅ OK,0,0
01,UK100,630000,416543,213457,✅ OK,0,0
01,US2000,630000,433842,196158,✅ OK,0,0
01,US30-F,630000,435480,194520,✅ OK,0,0
01,US30,630000,435420,194580,✅ OK,0,0
01,US500-F,630000,404576,225424,✅ OK,0,0
01,US500,630000,404581,225419,✅ OK,0,0
01,USDCAD,630000,450482,179518,✅ OK,0,0
01,USDCHF,630000,450368,179632,✅ OK,0,0
01,USDCNH,630000,450939,179061,✅ OK,0,0
01,USDCZK,630000,451550,178450,✅ OK,0,0
01,USDDKK,630000,447173,182827,✅ OK,0,0
01,USDHKD,630000,447551,182449,✅ OK,0,0
01,USDHUF,630000,433573,196427,✅ OK,0,0
01,USDILS,630000,309704,320296,✅ OK,0,0
01,USDJPY,630000,450138,179862,✅ OK,0,0
01,USDMXN,630000,448801,181199,✅ OK,0,0
01,USDNOK,630000,447576,182424,✅ OK,0,0
01,USDPLN,630000,451458,178542,✅ OK,0,0
01,USDRON,630000,289980,340020,✅ OK,0,0
01,USDSEK,630000,447247,182753,✅ OK,0,0
01,USDSGD,630000,450153,179847,✅ OK,0,0
01,USDTHB,630000,387678,242322,✅ OK,0,0
01,USDTRY,630000,428834,201166,✅ OK,0,0
01,USDX-F,630000,389461,240539,✅ OK,0,0
01,USDX,630000,393032,236968,✅ OK,0,0
01,USDZAR,630000,448775,181225,✅ OK,0,0
01,XAGUSD-F,630000,427496,202504,✅ OK,0,0
01,XAGUSD,630000,424852,205148,✅ OK,0,0
01,XAUUSD-F,630000,427457,202543,✅ OK,0,0
01,XAUUSD,630000,425657,204343,✅ OK,0,0
01,XPDUSD,630000,424853,205147,✅ OK,0,0
01,XPTUSD,630000,427209,202791,✅ OK,0,0
01,ZARJPY,630000,449740,180260,✅ OK,0,0
04,CA60,120319,120319,0,✅ OK,0,0
05,EURX,426700,423938,2762,✅ OK,0,0
05,JPYX,426700,426700,0,✅ OK,0,0
06,ETHAUD,293740,293740,0,✅ OK,0,0
07,COMPUSD,298811,298811,0,✅ OK,0,0
09,KSMUSD,291426,291426,0,✅ OK,0,0
10,SWI20-F,228638,228247,391,✅ OK,0,0
10,SWI20,228638,228638,0,✅ OK,0,0
11,CHINAH,229395,154377,75018,✅ OK,0,0
11,NETH25,229395,229395,0,✅ OK,0,0
01,AUDCAD,532393,390345,142048,✅ OK,0,0
01,AUDJPY,532393,390263,142130,✅ OK,0,0
01,GBPJPY,532393,390222,142171,✅ OK,0,0
01,LINKUSD,532393,532393,0,✅ OK,0,0
01,NZDCAD,532393,390200,142193,✅ OK,0,0
02,DOTUSD,522938,522938,0,✅ OK,0,0
03,XRPUSD,520730,520730,0,✅ OK,0,0
05,XLMUSD,506502,506502,0,✅ OK,0,0
06,BCHUSD,506172,506172,0,✅ OK,0,0
06,DOGEUSD,506172,488245,17927,✅ OK,0,0
08,BNBUSD,472971,472971,0,✅ OK,0,0
09,ADAUSD,475117,464783,10334,✅ OK,0,0
09,ATMUSD,475117,475117,0,✅ OK,0,0
09,SHBUSD,475117,448671,26446,✅ OK,0,0
10,UNIUSD,475343,475343,0,✅ OK,0,0
10,XTZUSD,475343,460415,14928,✅ OK,0,0
11,MATICUSD,450062,449241,821,✅ OK,0,0
