path,name,extension,size_mb,modified_at,category
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_FOREX_CROSSES_M30.pkl,model_SHARD_FOREX_CROSSES_M30.pkl,.pkl,21.604,2026-04-12T15:11:12.437228203,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_EXOTICS_WORLD_M30.pkl,model_SHARD_EXOTICS_WORLD_M30.pkl,.pkl,21.428,2026-04-12T14:45:02.716721296,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_FOREX_MAJORS_M5.pkl,model_SHARD_FOREX_MAJORS_M5.pkl,.pkl,20.547,2026-04-12T15:40:17.331873894,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_OTHERS_M5.pkl,model_SHARD_OTHERS_M5.pkl,.pkl,20.47,2026-04-12T16:11:27.227998972,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_FOREX_MAJORS_M30.pkl,model_SHARD_FOREX_MAJORS_M30.pkl,.pkl,20.341,2026-04-12T15:26:45.739480495,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_OTHERS_M30.pkl,model_SHARD_OTHERS_M30.pkl,.pkl,20.336,2026-04-12T15:55:05.593807697,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_CRYPTO_M30.pkl,model_SHARD_CRYPTO_M30.pkl,.pkl,20.323,2026-04-12T14:13:55.977970123,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_CRYPTO_M15.pkl,model_SHARD_CRYPTO_M15.pkl,.pkl,19.872,2026-04-12T14:10:47.151449203,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_METALS_ELITE_M30.pkl,model_SHARD_METALS_ELITE_M30.pkl,.pkl,3.536,2026-04-12T15:46:20.832178831,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_CRYPTO_M5.pkl,model_SHARD_CRYPTO_M5.pkl,.pkl,3.299,2026-04-12T14:32:47.503390074,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_OTHERS_M15.pkl,model_SHARD_OTHERS_M15.pkl,.pkl,2.788,2026-04-12T15:52:15.409925938,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_FOREX_CROSSES_M15.pkl,model_SHARD_FOREX_CROSSES_M15.pkl,.pkl,2.477,2026-04-12T15:01:27.478079319,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_METALS_ELITE_M15.pkl,model_SHARD_METALS_ELITE_M15.pkl,.pkl,2.449,2026-04-12T15:45:15.793418169,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_EXOTICS_WORLD_M15.pkl,model_SHARD_EXOTICS_WORLD_M15.pkl,.pkl,2.222,2026-04-12T14:35:53.732032061,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_FOREX_CROSSES_M5.pkl,model_SHARD_FOREX_CROSSES_M5.pkl,.pkl,2.216,2026-04-12T15:23:21.904042006,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_METALS_ELITE_M5.pkl,model_SHARD_METALS_ELITE_M5.pkl,.pkl,2.122,2026-04-12T15:50:56.331724882,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_EXOTICS_WORLD_M5.pkl,model_SHARD_EXOTICS_WORLD_M5.pkl,.pkl,2.048,2026-04-12T14:57:05.931966782,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_INDEXES_M30.pkl,model_SHARD_INDEXES_M30.pkl,.pkl,1.997,2026-04-12T15:41:40.376399994,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_FOREX_MAJORS_M15.pkl,model_SHARD_FOREX_MAJORS_M15.pkl,.pkl,1.708,2026-04-12T15:24:23.055913925,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_INDEXES_M15.pkl,model_SHARD_INDEXES_M15.pkl,.pkl,1.693,2026-04-12T15:41:10.957432985,build_models_shard
BACKUP\BUILD_MODELS\models_pkl\model_SHARD_INDEXES_M5.pkl,model_SHARD_INDEXES_M5.pkl,.pkl,1.334,2026-04-12T15:43:40.975819588,build_models_shard
BACKUP\DATA_HUB\FUSION\modelos\EURUSD\super_brain.pkl,super_brain.pkl,.pkl,5.137,2026-04-28T23:47:27.834472418,data_hub_symbol
BACKUP\DATA_HUB\modelos\BTCAUD_model.pkl,BTCAUD_model.pkl,.pkl,1.085,2026-04-27T06:13:30.646312475,data_hub_symbol
BACKUP\DATA_HUB\modelos\TRXUSD_model.pkl,TRXUSD_model.pkl,.pkl,0.853,2026-04-27T02:43:34.984639883,data_hub_symbol
BACKUP\DATA_HUB\modelos\TRXUSD_qlib_model.pkl,TRXUSD_qlib_model.pkl,.pkl,0.846,2026-04-27T03:29:00.912210703,data_hub_symbol
BACKUP\DATA_HUB\modelos\UNIUSD_model.pkl,UNIUSD_model.pkl,.pkl,0.816,2026-04-27T02:44:00.177402973,data_hub_symbol
BACKUP\DATA_HUB\modelos\UNIUSD_qlib_model.pkl,UNIUSD_qlib_model.pkl,.pkl,0.809,2026-04-27T03:29:14.886547565,data_hub_symbol
BACKUP\DATA_HUB\modelos\ETHAUD_qlib_model.pkl,ETHAUD_qlib_model.pkl,.pkl,0.702,2026-04-27T03:25:50.017515898,data_hub_symbol
BACKUP\DATA_HUB\modelos\KSMUSD_model.pkl,KSMUSD_model.pkl,.pkl,0.667,2026-04-27T02:41:36.919557810,data_hub_symbol
BACKUP\DATA_HUB\modelos\KSMUSD_qlib_model.pkl,KSMUSD_qlib_model.pkl,.pkl,0.661,2026-04-27T03:27:19.070287943,data_hub_symbol
BACKUP\DATA_HUB\modelos\COMPUSD_qlib_model.pkl,COMPUSD_qlib_model.pkl,.pkl,0.652,2026-04-27T03:24:57.997596264,data_hub_symbol
BACKUP\DATA_HUB\modelos\DOTUSD_qlib_model.pkl,DOTUSD_qlib_model.pkl,.pkl,0.232,2026-04-27T03:25:28.538067818,data_hub_symbol
BACKUP\DATA_HUB\modelos\ADAUSD_qlib_model.pkl,ADAUSD_qlib_model.pkl,.pkl,0.071,2026-04-27T03:44:54.852362633,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDCAD_qlib_model.pkl,AUDCAD_qlib_model.pkl,.pkl,0.071,2026-04-27T03:50:32.096225023,data_hub_symbol
BACKUP\DATA_HUB\modelos\GBPAUD_model.pkl,GBPAUD_model.pkl,.pkl,0.04,2026-04-27T02:40:30.989354849,data_hub_symbol
BACKUP\DATA_HUB\modelos\LTCUSD_model.pkl,LTCUSD_model.pkl,.pkl,0.04,2026-04-27T02:42:13.753479958,data_hub_symbol
BACKUP\DATA_HUB\modelos\MXNJPY_model.pkl,MXNJPY_model.pkl,.pkl,0.04,2026-04-27T02:42:16.193544626,data_hub_symbol
BACKUP\DATA_HUB\modelos\NZDSGD_model.pkl,NZDSGD_model.pkl,.pkl,0.04,2026-04-27T02:42:37.663881779,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURUSD_model.pkl,EURUSD_model.pkl,.pkl,0.038,2026-04-27T02:40:15.049125671,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURX_model.pkl,EURX_model.pkl,.pkl,0.038,2026-04-27T02:40:16.328525782,data_hub_symbol
BACKUP\DATA_HUB\modelos\EUSTX50-F_model.pkl,EUSTX50-F_model.pkl,.pkl,0.038,2026-04-27T02:40:20.803766489,data_hub_symbol
BACKUP\DATA_HUB\modelos\EUSTX50_model.pkl,EUSTX50_model.pkl,.pkl,0.038,2026-04-27T02:40:24.791082859,data_hub_symbol
BACKUP\DATA_HUB\modelos\GBPCAD_model.pkl,GBPCAD_model.pkl,.pkl,0.038,2026-04-27T02:40:34.171089411,data_hub_symbol
BACKUP\DATA_HUB\modelos\GBPUSD_model.pkl,GBPUSD_model.pkl,.pkl,0.038,2026-04-27T02:40:39.761150837,data_hub_symbol
BACKUP\DATA_HUB\modelos\GER40-F_model.pkl,GER40-F_model.pkl,.pkl,0.038,2026-04-27T02:40:42.261834383,data_hub_symbol
BACKUP\DATA_HUB\modelos\GER40_model.pkl,GER40_model.pkl,.pkl,0.038,2026-04-27T02:40:44.440263748,data_hub_symbol
BACKUP\DATA_HUB\modelos\HK50-F_model.pkl,HK50-F_model.pkl,.pkl,0.038,2026-04-27T02:40:46.238768101,data_hub_symbol
BACKUP\DATA_HUB\modelos\HK50_model.pkl,HK50_model.pkl,.pkl,0.038,2026-04-27T02:40:50.696869373,data_hub_symbol
BACKUP\DATA_HUB\modelos\JPN225-F_model.pkl,JPN225-F_model.pkl,.pkl,0.038,2026-04-27T02:40:52.561098814,data_hub_symbol
BACKUP\DATA_HUB\modelos\JPN225_model.pkl,JPN225_model.pkl,.pkl,0.038,2026-04-27T02:40:54.333328485,data_hub_symbol
BACKUP\DATA_HUB\modelos\NAS100-F_model.pkl,NAS100-F_model.pkl,.pkl,0.038,2026-04-27T02:42:18.151948929,data_hub_symbol
BACKUP\DATA_HUB\modelos\NAS100_model.pkl,NAS100_model.pkl,.pkl,0.038,2026-04-27T02:42:21.064461708,data_hub_symbol
BACKUP\DATA_HUB\modelos\NZDCHF_model.pkl,NZDCHF_model.pkl,.pkl,0.038,2026-04-27T02:42:34.518038511,data_hub_symbol
BACKUP\DATA_HUB\modelos\SGDJPY_model.pkl,SGDJPY_model.pkl,.pkl,0.038,2026-04-27T02:42:43.730336905,data_hub_symbol
BACKUP\DATA_HUB\modelos\SHBUSD_model.pkl,SHBUSD_model.pkl,.pkl,0.038,2026-04-27T02:42:45.358932018,data_hub_symbol
BACKUP\DATA_HUB\modelos\SPA35_model.pkl,SPA35_model.pkl,.pkl,0.038,2026-04-27T02:42:48.639129639,data_hub_symbol
BACKUP\DATA_HUB\modelos\UK100-F_model.pkl,UK100-F_model.pkl,.pkl,0.038,2026-04-27T02:43:40.552542925,data_hub_symbol
BACKUP\DATA_HUB\modelos\UK100_model.pkl,UK100_model.pkl,.pkl,0.038,2026-04-27T02:43:47.393361568,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDPLN_qlib_model.pkl,AUDPLN_qlib_model.pkl,.pkl,0.036,2026-04-27T03:20:27.435560703,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDUSD_qlib_model.pkl,AUDUSD_qlib_model.pkl,.pkl,0.036,2026-04-27T03:20:30.414469004,data_hub_symbol
BACKUP\DATA_HUB\modelos\BTCAUD_qlib_model.pkl,BTCAUD_qlib_model.pkl,.pkl,0.036,2026-04-27T03:24:17.165537357,data_hub_symbol
BACKUP\DATA_HUB\modelos\ETCUSD_qlib_model.pkl,ETCUSD_qlib_model.pkl,.pkl,0.036,2026-04-27T03:25:30.118321419,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURCHF_qlib_model.pkl,EURCHF_qlib_model.pkl,.pkl,0.036,2026-04-27T03:25:54.423998594,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURPLN_qlib_model.pkl,EURPLN_qlib_model.pkl,.pkl,0.036,2026-04-27T03:26:07.583521128,data_hub_symbol
BACKUP\DATA_HUB\modelos\GBPAUD_qlib_model.pkl,GBPAUD_qlib_model.pkl,.pkl,0.036,2026-04-27T03:26:23.193448544,data_hub_symbol
BACKUP\DATA_HUB\modelos\LTCUSD_qlib_model.pkl,LTCUSD_qlib_model.pkl,.pkl,0.036,2026-04-27T03:27:50.888809204,data_hub_symbol
BACKUP\DATA_HUB\modelos\MXNJPY_qlib_model.pkl,MXNJPY_qlib_model.pkl,.pkl,0.036,2026-04-27T03:27:52.960173607,data_hub_symbol
BACKUP\DATA_HUB\modelos\NZDSGD_qlib_model.pkl,NZDSGD_qlib_model.pkl,.pkl,0.036,2026-04-27T03:28:12.847410679,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDJPY_qlib_model.pkl,AUDJPY_qlib_model.pkl,.pkl,0.031,2026-04-27T03:20:24.484631777,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDNZD_qlib_model.pkl,AUDNZD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:20:25.944883823,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDSGD_qlib_model.pkl,AUDSGD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:20:28.960114002,data_hub_symbol
BACKUP\DATA_HUB\modelos\CADCHF_qlib_model.pkl,CADCHF_qlib_model.pkl,.pkl,0.031,2026-04-27T03:24:24.751401901,data_hub_symbol
BACKUP\DATA_HUB\modelos\CADJPY_qlib_model.pkl,CADJPY_qlib_model.pkl,.pkl,0.031,2026-04-27T03:24:28.398631811,data_hub_symbol
BACKUP\DATA_HUB\modelos\CHFJPY_qlib_model.pkl,CHFJPY_qlib_model.pkl,.pkl,0.031,2026-04-27T03:24:29.945249557,data_hub_symbol
BACKUP\DATA_HUB\modelos\CHFSGD_qlib_model.pkl,CHFSGD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:24:33.358908892,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURCAD_qlib_model.pkl,EURCAD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:25:52.906907082,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURCZK_qlib_model.pkl,EURCZK_qlib_model.pkl,.pkl,0.031,2026-04-27T03:25:55.922610998,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURDKK_qlib_model.pkl,EURDKK_qlib_model.pkl,.pkl,0.031,2026-04-27T03:25:57.358863115,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURHUF_qlib_model.pkl,EURHUF_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:00.243475199,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURJPY_qlib_model.pkl,EURJPY_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:01.693180561,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURNOK_qlib_model.pkl,EURNOK_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:04.661688328,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURNZD_qlib_model.pkl,EURNZD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:06.105434895,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURSEK_qlib_model.pkl,EURSEK_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:09.064975977,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURSGD_qlib_model.pkl,EURSGD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:10.515453577,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURUSD_qlib_model.pkl,EURUSD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:13.408579588,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURX_qlib_model.pkl,EURX_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:14.372183800,data_hub_symbol
BACKUP\DATA_HUB\modelos\EUSTX50-F_qlib_model.pkl,EUSTX50-F_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:17.287714243,data_hub_symbol
BACKUP\DATA_HUB\modelos\EUSTX50_qlib_model.pkl,EUSTX50_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:18.815718889,data_hub_symbol
BACKUP\DATA_HUB\modelos\GBPCAD_qlib_model.pkl,GBPCAD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:24.678734303,data_hub_symbol
BACKUP\DATA_HUB\modelos\GBPUSD_qlib_model.pkl,GBPUSD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:33.005444765,data_hub_symbol
BACKUP\DATA_HUB\modelos\GER40-F_qlib_model.pkl,GER40-F_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:34.503039598,data_hub_symbol
BACKUP\DATA_HUB\modelos\GER40_qlib_model.pkl,GER40_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:36.023457527,data_hub_symbol
BACKUP\DATA_HUB\modelos\HK50-F_qlib_model.pkl,HK50-F_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:37.460359335,data_hub_symbol
BACKUP\DATA_HUB\modelos\HK50_qlib_model.pkl,HK50_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:38.917377472,data_hub_symbol
BACKUP\DATA_HUB\modelos\JPN225-F_qlib_model.pkl,JPN225-F_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:40.417816162,data_hub_symbol
BACKUP\DATA_HUB\modelos\JPN225_qlib_model.pkl,JPN225_qlib_model.pkl,.pkl,0.031,2026-04-27T03:26:41.854776859,data_hub_symbol
BACKUP\DATA_HUB\modelos\NAS100-F_qlib_model.pkl,NAS100-F_qlib_model.pkl,.pkl,0.031,2026-04-27T03:27:54.521014929,data_hub_symbol
BACKUP\DATA_HUB\modelos\NAS100_qlib_model.pkl,NAS100_qlib_model.pkl,.pkl,0.031,2026-04-27T03:27:55.986712933,data_hub_symbol
BACKUP\DATA_HUB\modelos\NZDCHF_qlib_model.pkl,NZDCHF_qlib_model.pkl,.pkl,0.031,2026-04-27T03:28:09.907972813,data_hub_symbol
BACKUP\DATA_HUB\modelos\SGDJPY_qlib_model.pkl,SGDJPY_qlib_model.pkl,.pkl,0.031,2026-04-27T03:28:17.186648607,data_hub_symbol
BACKUP\DATA_HUB\modelos\SHBUSD_qlib_model.pkl,SHBUSD_qlib_model.pkl,.pkl,0.031,2026-04-27T03:28:18.180042505,data_hub_symbol
BACKUP\DATA_HUB\modelos\SPA35_qlib_model.pkl,SPA35_qlib_model.pkl,.pkl,0.031,2026-04-27T03:28:19.621727467,data_hub_symbol
BACKUP\DATA_HUB\modelos\UK100-F_qlib_model.pkl,UK100-F_qlib_model.pkl,.pkl,0.031,2026-04-27T03:29:02.362278223,data_hub_symbol
BACKUP\DATA_HUB\modelos\UK100_qlib_model.pkl,UK100_qlib_model.pkl,.pkl,0.031,2026-04-27T03:29:03.818997383,data_hub_symbol
BACKUP\DATA_HUB\modelos\ATMUSD_model.pkl,ATMUSD_model.pkl,.pkl,0.005,2026-04-27T04:22:42.923839092,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUS200_model.pkl,AUS200_model.pkl,.pkl,0.005,2026-04-27T05:43:14.939510584,data_hub_symbol
BACKUP\DATA_HUB\modelos\BCHUSD_model.pkl,BCHUSD_model.pkl,.pkl,0.005,2026-04-27T05:53:35.141294718,data_hub_symbol
BACKUP\DATA_HUB\modelos\BNBUSD_model.pkl,BNBUSD_model.pkl,.pkl,0.005,2026-04-27T06:03:59.135527849,data_hub_symbol
BACKUP\DATA_HUB\modelos\CA60_model.pkl,CA60_model.pkl,.pkl,0.005,2026-04-27T06:15:49.512852192,data_hub_symbol
BACKUP\DATA_HUB\modelos\COMPUSD_model.pkl,COMPUSD_model.pkl,.pkl,0.005,2026-04-27T07:25:09.207975388,data_hub_symbol
BACKUP\DATA_HUB\modelos\DOTUSD_model.pkl,DOTUSD_model.pkl,.pkl,0.005,2026-04-27T07:45:01.266988039,data_hub_symbol
BACKUP\DATA_HUB\modelos\ETHAUD_model.pkl,ETHAUD_model.pkl,.pkl,0.005,2026-04-27T08:00:46.343318939,data_hub_symbol
BACKUP\DATA_HUB\modelos\ADAUSD_model.pkl,ADAUSD_model.pkl,.pkl,0.004,2026-04-27T04:13:00.051294565,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDCAD_model.pkl,AUDCAD_model.pkl,.pkl,0.004,2026-04-27T04:32:38.989828825,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDCHF_model.pkl,AUDCHF_model.pkl,.pkl,0.004,2026-04-27T04:44:42.448276997,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDJPY_model.pkl,AUDJPY_model.pkl,.pkl,0.004,2026-04-27T04:55:03.098284721,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDNZD_model.pkl,AUDNZD_model.pkl,.pkl,0.004,2026-04-27T05:06:44.548542976,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDPLN_model.pkl,AUDPLN_model.pkl,.pkl,0.004,2026-04-27T05:08:13.035979748,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDSGD_model.pkl,AUDSGD_model.pkl,.pkl,0.004,2026-04-27T05:20:13.454145432,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDUSD_model.pkl,AUDUSD_model.pkl,.pkl,0.004,2026-04-27T05:32:22.204738140,data_hub_symbol
BACKUP\DATA_HUB\modelos\CADCHF_model.pkl,CADCHF_model.pkl,.pkl,0.004,2026-04-27T06:27:52.749289513,data_hub_symbol
BACKUP\DATA_HUB\modelos\CADJPY_model.pkl,CADJPY_model.pkl,.pkl,0.004,2026-04-27T06:40:25.532185793,data_hub_symbol
BACKUP\DATA_HUB\modelos\CHFJPY_model.pkl,CHFJPY_model.pkl,.pkl,0.004,2026-04-27T06:50:21.472477674,data_hub_symbol
BACKUP\DATA_HUB\modelos\CHFSGD_model.pkl,CHFSGD_model.pkl,.pkl,0.004,2026-04-27T07:02:09.716900349,data_hub_symbol
BACKUP\DATA_HUB\modelos\CHINAH_model.pkl,CHINAH_model.pkl,.pkl,0.004,2026-04-27T07:06:25.961819649,data_hub_symbol
BACKUP\DATA_HUB\modelos\CN50_model.pkl,CN50_model.pkl,.pkl,0.004,2026-04-27T07:18:22.938789129,data_hub_symbol
BACKUP\DATA_HUB\modelos\DOGEUSD_model.pkl,DOGEUSD_model.pkl,.pkl,0.004,2026-04-27T07:34:52.510744094,data_hub_symbol
BACKUP\DATA_HUB\modelos\ETCUSD_model.pkl,ETCUSD_model.pkl,.pkl,0.004,2026-04-27T07:53:53.328432798,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURAUD_model.pkl,EURAUD_model.pkl,.pkl,0.004,2026-04-27T08:12:57.405043602,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURCAD_model.pkl,EURCAD_model.pkl,.pkl,0.004,2026-04-27T08:25:04.694973230,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURCHF_model.pkl,EURCHF_model.pkl,.pkl,0.004,2026-04-27T08:37:13.982784510,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURCZK_model.pkl,EURCZK_model.pkl,.pkl,0.004,2026-04-27T08:48:47.577137232,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURDKK_model.pkl,EURDKK_model.pkl,.pkl,0.004,2026-04-27T09:00:00.529531002,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURGBP_model.pkl,EURGBP_model.pkl,.pkl,0.004,2026-04-27T09:11:42.361723900,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURHUF_model.pkl,EURHUF_model.pkl,.pkl,0.004,2026-04-27T09:23:34.495543718,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURJPY_model.pkl,EURJPY_model.pkl,.pkl,0.004,2026-04-27T09:36:06.697573900,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURNOK_model.pkl,EURNOK_model.pkl,.pkl,0.004,2026-04-27T09:48:30.835810423,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURNZD_model.pkl,EURNZD_model.pkl,.pkl,0.004,2026-04-27T10:00:41.876142502,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURPLN_model.pkl,EURPLN_model.pkl,.pkl,0.004,2026-04-27T10:12:50.777591705,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURSEK_model.pkl,EURSEK_model.pkl,.pkl,0.004,2026-04-27T10:25:15.533296108,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURSGD_model.pkl,EURSGD_model.pkl,.pkl,0.004,2026-04-27T10:37:10.327418089,data_hub_symbol
BACKUP\DATA_HUB\modelos\ATMUSD_qlib_model.pkl,ATMUSD_qlib_model.pkl,.pkl,0.002,2026-04-27T03:47:38.679496288,data_hub_symbol
BACKUP\DATA_HUB\modelos\US2000_model.pkl,US2000_model.pkl,.pkl,0.002,2026-04-27T02:47:01.852215052,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUDCHF_qlib_model.pkl,AUDCHF_qlib_model.pkl,.pkl,0.001,2026-04-27T03:20:23.357827902,data_hub_symbol
BACKUP\DATA_HUB\modelos\AUS200_qlib_model.pkl,AUS200_qlib_model.pkl,.pkl,0.001,2026-04-27T03:23:23.178729296,data_hub_symbol
BACKUP\DATA_HUB\modelos\BCHUSD_qlib_model.pkl,BCHUSD_qlib_model.pkl,.pkl,0.001,2026-04-27T03:23:48.619904518,data_hub_symbol
BACKUP\DATA_HUB\modelos\BNBUSD_qlib_model.pkl,BNBUSD_qlib_model.pkl,.pkl,0.001,2026-04-27T03:24:15.672614336,data_hub_symbol
BACKUP\DATA_HUB\modelos\CA60_qlib_model.pkl,CA60_qlib_model.pkl,.pkl,0.001,2026-04-27T03:24:23.392986059,data_hub_symbol
BACKUP\DATA_HUB\modelos\CHFPLN_model.pkl,CHFPLN_model.pkl,.pkl,0.001,2026-04-27T02:37:54.842184782,data_hub_symbol
BACKUP\DATA_HUB\modelos\CHFPLN_qlib_model.pkl,CHFPLN_qlib_model.pkl,.pkl,0.001,2026-04-27T03:24:31.396395206,data_hub_symbol
BACKUP\DATA_HUB\modelos\CHINAH_qlib_model.pkl,CHINAH_qlib_model.pkl,.pkl,0.001,2026-04-27T03:24:34.051622391,data_hub_symbol
BACKUP\DATA_HUB\modelos\CN50_qlib_model.pkl,CN50_qlib_model.pkl,.pkl,0.001,2026-04-27T03:24:35.679716825,data_hub_symbol
BACKUP\DATA_HUB\modelos\DOGEUSD_qlib_model.pkl,DOGEUSD_qlib_model.pkl,.pkl,0.001,2026-04-27T03:24:59.139773130,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURAUD_qlib_model.pkl,EURAUD_qlib_model.pkl,.pkl,0.001,2026-04-27T03:25:51.461215496,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURGBP_qlib_model.pkl,EURGBP_qlib_model.pkl,.pkl,0.001,2026-04-27T03:25:58.805562496,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURMXN_model.pkl,EURMXN_model.pkl,.pkl,0.001,2026-04-27T02:39:57.648797274,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURMXN_qlib_model.pkl,EURMXN_qlib_model.pkl,.pkl,0.001,2026-04-27T03:26:03.110272169,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURTRY_model.pkl,EURTRY_model.pkl,.pkl,0.001,2026-04-27T02:40:11.004389048,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURTRY_qlib_model.pkl,EURTRY_qlib_model.pkl,.pkl,0.001,2026-04-27T03:26:11.950115442,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURZAR_model.pkl,EURZAR_model.pkl,.pkl,0.001,2026-04-27T02:40:19.461885691,data_hub_symbol
BACKUP\DATA_HUB\modelos\EURZAR_qlib_model.pkl,EURZAR_qlib_model.pkl,.pkl,0.001,2026-04-27T03:26:15.768954277,data_hub_symbol
BACKUP\DATA_HUB\modelos\FRA40-F_model.pkl,FRA40-F_model.pkl,.pkl,0.001,2026-04-27T02:40:28.350333929,data_hub_symbol
BACKUP\DATA_HUB\modelos\FRA40-F_qlib_model.pkl,FRA40-F_qlib_model.pkl,.pkl,0.001,2026-04-27T03:26:20.268088102,data_hub_symbol
BACKUP\DATA_HUB\modelos\FRA40_model.pkl,FRA40_model.pkl,.pkl,0.001,2026-04-27T02:40:29.651478529,data_hub_symbol
BACKUP\DATA_HUB\modelos\FRA40_qlib_model.pkl,FRA40_qlib_model.pkl,.pkl,0.001,2026-04-27T03:26:21.703481436,data_hub_symbol
BACKUP\DATA_HUB\modelos\GBPCHF_model.pkl,GBPCHF_model.pkl,.pkl,0.001,2026-04-27T02:40:36.092621565,data_hub_symbol
