path,name,extension,size_mb,modified_at,category
BACKUP\omnis_backup_\models\meta\trend_metadata.pkl,trend_metadata.pkl,.pkl,0.002,2026-02-27T18:04:08.957036495,unknown
BACKUP\omnis_backup_\models\meta\volatility_metadata.pkl,volatility_metadata.pkl,.pkl,0.002,2026-02-27T18:03:15.281182766,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\candlestick_expert_logistic.pkl,candlestick_expert_logistic.pkl,.pkl,0.002,2026-03-22T12:46:22.140973091,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\exhaustion_detector_logistic.pkl,exhaustion_detector_logistic.pkl,.pkl,0.002,2026-03-22T12:46:04.744322300,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\flow_aggressor_logistic.pkl,flow_aggressor_logistic.pkl,.pkl,0.002,2026-03-22T12:45:50.069153786,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\hvn_expert_logistic.pkl,hvn_expert_logistic.pkl,.pkl,0.002,2026-03-22T12:46:49.315793991,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\microstructure_expert_logistic.pkl,microstructure_expert_logistic.pkl,.pkl,0.002,2026-03-22T12:47:02.929572582,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\momentum_expert_logistic.pkl,momentum_expert_logistic.pkl,.pkl,0.002,2026-03-22T12:47:11.441442251,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\pattern_trigger_logistic.pkl,pattern_trigger_logistic.pkl,.pkl,0.002,2026-03-22T12:44:48.380277395,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\pullback_hunter_logistic.pkl,pullback_hunter_logistic.pkl,.pkl,0.002,2026-03-22T12:45:41.029121637,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\risk_guardian_logistic.pkl,risk_guardian_logistic.pkl,.pkl,0.002,2026-03-22T12:45:58.661660194,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\stats_quant_logistic.pkl,stats_quant_logistic.pkl,.pkl,0.002,2026-03-22T12:46:17.879168987,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\stochastic_expert_logistic.pkl,stochastic_expert_logistic.pkl,.pkl,0.002,2026-03-22T12:47:17.189731121,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\swing_expert_logistic.pkl,swing_expert_logistic.pkl,.pkl,0.002,2026-03-22T12:47:21.868001223,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\trend_master_logistic.pkl,trend_master_logistic.pkl,.pkl,0.002,2026-03-22T12:45:02.995492935,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\volatility_gauge_logistic.pkl,volatility_gauge_logistic.pkl,.pkl,0.002,2026-03-22T12:45:19.575377226,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\volume_expert_logistic.pkl,volume_expert_logistic.pkl,.pkl,0.002,2026-03-22T12:47:27.071935415,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\zone_mapper_logistic.pkl,zone_mapper_logistic.pkl,.pkl,0.002,2026-03-22T12:45:27.853887558,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\reversal_metadata.pkl,reversal_metadata.pkl,.pkl,0.002,2026-02-27T18:07:24.211770535,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\risk_metadata.pkl,risk_metadata.pkl,.pkl,0.002,2026-02-27T18:06:32.072421551,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\sr_metadata.pkl,sr_metadata.pkl,.pkl,0.002,2026-02-27T18:05:41.701283693,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\volatility_metadata.pkl,volatility_metadata.pkl,.pkl,0.002,2026-02-27T18:03:15.281182766,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\orderflow_metadata.pkl,orderflow_metadata.pkl,.pkl,0.002,2026-03-03T15:49:53.988919735,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\trend_metadata.pkl,trend_metadata.pkl,.pkl,0.002,2026-03-03T12:47:10.856703043,unknown
BACKUP\omnis_backup_\models\meta\candles_metadata.pkl,candles_metadata.pkl,.pkl,0.001,2026-02-16T18:14:29.461002111,unknown
BACKUP\omnis_backup_\models\meta\orderflow_metadata.pkl,orderflow_metadata.pkl,.pkl,0.001,2026-02-27T18:05:15.530660629,unknown
BACKUP\omnis_backup_\models\meta\reversal_features.pkl,reversal_features.pkl,.pkl,0.001,2026-02-09T18:09:26.740378380,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\correlation_expert_logistic.pkl,correlation_expert_logistic.pkl,.pkl,0.001,2026-03-22T12:46:44.208862305,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\fibonacci_expert_logistic.pkl,fibonacci_expert_logistic.pkl,.pkl,0.001,2026-03-22T12:46:46.762573957,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\gap_expert_logistic.pkl,gap_expert_logistic.pkl,.pkl,0.001,2026-03-22T12:46:47.695901155,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\ichimoku_expert_logistic.pkl,ichimoku_expert_logistic.pkl,.pkl,0.001,2026-03-22T12:46:51.516956329,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\market_microstructure_expert_logistic.pkl,market_microstructure_expert_logistic.pkl,.pkl,0.001,2026-03-22T12:46:54.463526487,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\ml_expert_logistic.pkl,ml_expert_logistic.pkl,.pkl,0.001,2026-03-22T12:47:05.120803356,unknown
BACKUP\OMNIS_Copia\modelos_trading\models\seasonality_expert_logistic.pkl,seasonality_expert_logistic.pkl,.pkl,0.001,2026-03-22T12:47:12.455443859,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\candles_metadata.pkl,candles_metadata.pkl,.pkl,0.001,2026-02-16T18:14:29.461002111,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\orderflow_metadata.pkl,orderflow_metadata.pkl,.pkl,0.001,2026-02-27T18:05:15.530660629,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\reversal_features.pkl,reversal_features.pkl,.pkl,0.001,2026-02-09T18:09:26.740378380,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\candles_metadata.pkl,candles_metadata.pkl,.pkl,0.001,2026-03-03T16:37:48.982734919,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\pullback_metadata.pkl,pullback_metadata.pkl,.pkl,0.001,2026-03-03T17:16:13.397464037,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\quant_metadata.pkl,quant_metadata.pkl,.pkl,0.001,2026-03-03T19:13:57.055834293,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\reversal_metadata.pkl,reversal_metadata.pkl,.pkl,0.001,2026-03-03T14:56:40.291975021,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\risk_metadata.pkl,risk_metadata.pkl,.pkl,0.001,2026-03-03T18:54:17.573515415,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\sr_metadata.pkl,sr_metadata.pkl,.pkl,0.001,2026-03-03T18:48:51.778657436,unknown
BACKUP\OMNIS_v1_20260304_134715\models\trained\metadata\volatility_metadata.pkl,volatility_metadata.pkl,.pkl,0.001,2026-03-03T18:45:42.699017048,unknown
