symbol,timeframe,tp100_entradas,tp100_wins,tp100_win_rate,tp100_score,tp100_target_efficiency,tp200_entradas,tp200_wins,tp200_win_rate,tp200_score,tp200_target_efficiency,tp300_entradas,tp300_wins,tp300_win_rate,tp300_score,tp300_target_efficiency,tp400_entradas,tp400_wins,tp400_win_rate,tp400_score,tp400_target_efficiency,tp500_entradas,tp500_wins,tp500_win_rate,tp500_score,tp500_target_efficiency,entradas_media_por_alvo,favor_media,contra_media,favor_apos_voltar_media,favor_contra_ratio,recovery_favor_ratio,stop_curto,stop_sugerido,stop_folgado,best_target,best_target_win_rate,best_target_score,best_target_entries,win_rate_decay_100_to_500,score_decay_100_to_500
AUDJPY,H1,19875,19791,99.57735849056604,99.13837817686128,99.57735849056604,19875,19638,98.80754716981131,196.3765427402413,197.61509433962263,19875,19508,98.15345911949686,292.54245146408994,294.4603773584906,19875,19363,97.42389937106918,387.0199079531238,389.69559748427673,19875,19210,96.65408805031448,479.7951794347429,483.2704402515724,19875.0,2995.595097128228,103.86587779621983,2932.418542312154,28.84099341052708,0.9789101821946437,130,160,210,500,96.65408805031448,479.7951794347429,19875,2.9232704402515566,-380.6568012578816
AUDJPY,H4,3007,3007,100.0,100.0,100.0,3007,3006,99.96674426338544,199.8643004471876,199.93348852677087,3007,3006,99.96674426338544,299.831044710573,299.9002327901563,3007,3004,99.90023279015632,399.3933669218755,399.6009311606253,3007,3003,99.86697705354176,499.0581329493757,499.3348852677088,3007.0,8289.332410626284,208.0485553069372,7988.56658847085,39.84325869678385,0.9637165205522654,270,320,420,500,99.86697705354176,499.0581329493757,3007,0.1330229464582402,-399.0581329493757
AUDJPY,M15,181128,177039,97.74248045581024,96.24860386994754,97.74248045581024,181128,171060,94.4414999337485,185.2047534829371,188.882999867497,181128,165735,91.5015900357758,268.8810864961305,274.50477010732743,181128,158532,87.52484430899695,341.8441472692103,350.0993772359878,181128,149214,82.38041605936134,400.2426091886576,411.9020802968067,181128.0,1526.753743295396,66.17336225095035,1480.9907498981802,23.0720291570253,0.9700259497648852,90,100,140,500,82.38041605936134,400.2426091886576,181128,15.3620643964489,-303.99400531871004
AUDJPY,M30,49387,48548,98.30117237329662,96.98399995580296,98.30117237329662,49387,47567,96.31481968939195,189.7723642895844,192.6296393787839,49387,46791,94.7435559965173,280.1551261590233,284.23066798955193,49387,45435,91.99789418267966,361.7872079655996,367.9915767307186,49387,44234,89.56608014254763,439.7405443750209,447.8304007127381,49387.0,2254.974804067634,77.5342004562084,2189.4134032142083,29.08361459549929,0.9709258831911852,100,120,160,500,89.56608014254763,439.7405443750209,49387,8.73509223074899,-342.7565444192179
AUDJPY,M5,127490,120394,94.43407326064788,92.68417455257772,94.43407326064788,127490,113123,88.73088085340027,173.9188086714505,177.46176170680053,127490,105207,82.521766413052,242.070232594296,247.56529923915605,127490,96707,75.85457682955527,295.82711059745964,303.4183073182211,127490,88606,69.5003529688603,337.91283285943695,347.50176484430153,127490.0,979.8553844579568,31.43948510313724,963.1851766904804,31.16639414457249,0.9829870733652384,50,50,70,500,69.5003529688603,337.91283285943695,127490,24.93372029178758,-245.2286583068592
AUDNZD,H1,24620,23909,97.11210398050363,95.30114240868365,97.11210398050363,24620,22892,92.9813160032494,181.5613076800503,185.9626320064988,24620,21931,89.07798537774167,260.38490456272723,267.233956133225,24620,20591,83.6352558895207,324.2789079844364,334.5410235580828,24620,19957,81.06011372867587,393.4236153249596,405.3005686433794,24620.0,1584.350448648635,62.708683401135744,1571.19017997962,25.265248171271203,0.9916935873112976,80,100,130,500,81.06011372867587,393.4236153249596,24620,16.05199025182776,-298.122472916276
AUDNZD,H4,29,29,100.0,100.0,100.0,29,26,89.65517241379311,158.21412721517083,179.31034482758622,29,26,89.65517241379311,247.86929962896392,268.9655172413793,29,21,72.41379310344827,233.3985921140187,289.6551724137931,29,18,62.06896551724138,232.99202967401715,310.3448275862069,29.0,2546.4856034700097,203.9301035866821,2546.4856034700097,12.487050997721475,0.9999999999996072,260,310,410,300,89.65517241379311,247.86929962896392,29,37.93103448275862,-132.99202967401715
AUDNZD,M15,236232,220007,93.131751837177,90.15438479924096,93.131751837177,236232,202295,85.63403772562566,165.0404695858316,171.26807545125132,236232,178323,75.4863862643503,215.8325734124754,226.4591587930509,236232,156209,66.12524975447865,249.81638623044125,264.5009990179146,236232,136969,57.98071387449626,271.68832226698703,289.9035693724813,236232.0,703.8699671541576,43.34973005273984,694.4422036761557,16.23700923354271,0.986605816530138,60,70,90,500,57.98071387449626,271.68832226698703,236232,35.151037962680746,-181.53393746774609
AUDNZD,M30,51816,50111,96.7095105758839,94.67796813643446,96.7095105758839,51816,48443,93.49042766712984,182.9618567135776,186.98085533425967,51816,44515,85.90975760382892,249.02998169687064,257.72927281148674,51816,40811,78.76138644434153,301.9328627591015,315.0455457773661,51816,37752,72.8578045391385,347.53147849134234,364.2890226956925,51816.0,1090.9492528786673,61.73982583138557,1084.5156711942868,17.670105773223785,0.9941027672291828,80,100,130,500,72.8578045391385,347.53147849134234,51816,23.8517060367454,-252.85351035490788
AUDNZD,M5,5,5,100.0,100.0,100.0,5,5,100.0,200.0,200.0,5,5,100.0,300.0,300.0,5,5,100.0,400.0,400.0,5,1,20.0,23.358915300211493,100.0,5.0,482.397091654149,95.80135587473563,482.397091654149,5.035388980087801,0.999999999997927,120,150,200,400,100.0,400.0,5,80.0,76.64108469978851
AUDSGD,H1,29193,28631,98.0748809646148,96.96778116086375,98.0748809646148,29193,27720,94.95426985921284,187.00683507265114,189.9085397184257,29193,26944,92.29609837974856,272.457925995765,276.88829513924566,29193,26057,89.25769876340219,350.8530993515388,357.03079505360876,29193,25089,85.94183537149317,421.6245903902161,429.7091768574658,29193.0,1731.1773307756712,57.50812201228575,1681.731724254272,30.103179693048016,0.971438161970261,80,90,120,500,85.94183537149317,421.6245903902161,29193,12.133045593121636,-324.65680922935235
AUDSGD,H4,4206,4189,99.59581550166428,99.16865124265425,99.59581550166428,4206,4105,97.59866856871136,192.65947889271615,195.19733713742272,4206,4059,96.5049928673324,285.82126412702826,289.5149786019972,4206,4048,96.24346172135046,381.00373200754404,384.9738468854018,4206,4029,95.79172610556348,474.5110967722425,478.9586305278174,4206.0,3432.429983549016,105.68546314094864,3338.704595150367,32.47778721411135,0.9726941587013196,140,160,220,500,95.79172610556348,474.5110967722425,4206,3.8040893961007924,-375.3424455295883
